front,back,id,type,tier,hint,rule_ref
to dance,bailar,L41-001,transformation,primary,cousin: ballerina,L41#2
"time, weather",tiempo,L41-004,transformation,primary,cousin: tempo,L41#16
transformation,transformación,L41-005,transformation,primary,-tion → -ción,L41#20
We're going to dance.,Vamos a bailar.,L41-019,sentence,primary,ir a + verb,"L41#1, L41#2"
We dance later.,Bailamos más tarde.,L41-020,sentence,primary,present + más tarde,"L41#1, L41#3"
We're going to dance later.,Vamos a bailar más tarde.,L41-021,sentence,primary,,"L41#1, L41#3"
I will dance.,Bailaré.,L41-022,sentence,primary,proper future,L41#6
We will dance.,Bailaremos.,L41-023,sentence,primary,,L41#6
They will dance.,Bailarán.,L41-024,sentence,primary,,L41#6
I would dance.,Bailaría.,L41-025,sentence,primary,I jumps in with he/she group,"L41#10, L41#11"
We would dance.,Bailaríamos.,L41-026,sentence,primary,,L41#11
I would go.,Iría.,L41-027,sentence,primary,ir + ía,L41#14
She wouldn't go.,No iría.,L41-028,sentence,primary,negate with no,L41#14
I would eat.,Comería.,L41-029,sentence,primary,comer + ía,L41#15
"I'd eat, but I don't have time.","Comería, pero no tengo tiempo.",L41-030,sentence,primary,,"L41#15, L41#16"
It would transform the situation.,Transformaría la situación.,L41-031,sentence,primary,,L41#17
It would get transformed.,Se transformaría.,L41-032,sentence,primary,se = 'gets' (no 'get' in Spanish),L41#18
It gets contaminated.,Se contamina.,L41-033,sentence,primary,se for passive,L41#19
It would get contaminated.,Se contaminaría.,L41-034,sentence,primary,,L41#19
I would imagine that he doesn't want to go.,Me imaginaría que no quiere ir.,L41-035,sentence,primary,que = that,"L41#22, L41#23"
You would dance.,Bailarías.,L41-042,sentence,extended,,L41#11
They would dance.,Bailarían.,L41-043,sentence,extended,,L41#11
I imagine.,Me imagino.,L41-044,sentence,extended,"se form, same meaning",L41#21
We would imagine that it's important.,Nos imaginaríamos que es importante.,L41-045,sentence,extended,,"L41#22, L41#23"
It contaminates.,Contamina.,L41-046,sentence,extended,,L41#19
I will eat later.,Comeré más tarde.,L41-047,sentence,extended,,"L41#3, L41#8"
to be pleasing (to like),gustar,L42-009,transformation,primary,think 'to please' not 'to like',L42#4
I like it.,Me gusta.,L42-011,sentence,primary,literally: it pleases me,"L42#5, L42#8"
I like them.,Me gustan.,L42-012,sentence,primary,they please me · verb agrees with things,L42#7
I would like.,Me gustaría.,L42-013,sentence,primary,it would please me,L42#9
I would like to eat now.,Me gustaría comer ahora.,L42-014,sentence,primary,,"L42#9, L42#10"
We would like to eat now.,Nos gustaría comer ahora.,L42-015,sentence,primary,"start with verb, then attach nos","L42#11, L42#12"
I would like to see you.,Me gustaría verte.,L42-016,sentence,primary,verte = ver + te,L42#13
Could you come to my house?,¿Podrías venir a mi casa?,L42-017,sentence,primary,podría + venir,L42#17
Could you tell me something? (Podrías…),¿Podrías decirme algo?,L42-018,sentence,primary,decir + me · little word on end,L42#18
I would speak.,Hablaría.,L42-019,sentence,primary,,L42#2
We would speak.,Hablaríamos.,L42-020,sentence,primary,,L42#2
They would speak.,Hablarían.,L42-021,sentence,primary,,L42#2
They wouldn't speak.,No hablarían.,L42-022,sentence,primary,,L42#3
Could you tell me something? (Me…),¿Me podrías decir algo?,L42-023,sentence,primary,little word before verb · alt placement,L42#18
Could you tell me if you want to come?,¿Podrías decirme si quieres venir?,L42-024,sentence,primary,,"L42#18, L42#19"
I could.,Podría.,L42-025,sentence,primary,,L42#15
We could.,Podríamos.,L42-026,sentence,primary,,L42#16
They could.,Podrían.,L42-027,sentence,primary,,L42#16
You could.,Podrías.,L42-028,sentence,primary,,L42#16
They please me.,Me gustan.,L42-029,sentence,extended,same as 'I like them' — different angle,"L42#4, L42#7"
We would like to speak.,Nos gustaría hablar.,L42-030,sentence,extended,,L42#11
I would like to come.,Me gustaría venir.,L42-031,sentence,extended,,L42#9
Could you come with me?,¿Podrías venir conmigo?,L42-032,sentence,extended,,L42#17
We would like to see you.,Nos gustaría verte.,L42-035,sentence,extended,,"L42#11, L42#13"
I wouldn't speak.,No hablaría.,L42-039,sentence,extended,,"L42#2, L42#3"
gone (past part. of ir),ido,L43-011,transformation,primary,-ir → -ido,L43#4
eaten (past part. of comer),comido,L43-012,transformation,primary,-er → -ido,L43#4
been able (past part. of poder),podido,L43-013,transformation,primary,-er → -ido,L43#6
pleased (past part. of gustar),gustado,L43-014,transformation,primary,-ar → -ado,L43#9
I would have gone.,Habría ido.,L43-016,sentence,primary,habría + ido,"L43#3, L43#5"
We would have eaten.,Habríamos comido.,L43-017,sentence,primary,,L43#5
We would have been able to go.,Habríamos podido ir.,L43-018,sentence,primary,block by block: habríamos + podido + ir,L43#6
They would have been able to eat.,Habrían podido comer.,L43-019,sentence,primary,,L43#7
They would have come to eat.,Habrían venido a comer.,L43-020,sentence,primary,motion verb + a + verb,L43#8
I would have liked it.,Me habría gustado.,L43-021,sentence,primary,it would have pleased me,"L43#9, L43#10"
We would have liked it.,Nos habría gustado.,L43-022,sentence,primary,,L43#11
We would have liked them.,Nos habrían gustado.,L43-023,sentence,primary,"verb agrees with things, not us",L43#12
I would have spoken.,Habría hablado.,L43-024,sentence,primary,-ar → -ado,"L43#4, L43#5"
They would have spoken.,Habrían hablado.,L43-025,sentence,primary,,L43#4
You should come to my house.,Deberías venir a mi casa.,L43-028,sentence,primary,,"L43#15, L43#16"
You should come to my house to eat.,Deberías venir a mi casa a comer.,L43-029,sentence,primary,,"L43#15, L43#16"
We should speak.,Deberíamos hablar.,L43-030,sentence,primary,keep 'to' form after debería,L43#16
We should speak about it.,Deberíamos hablarlo.,L43-031,sentence,primary,"drop 'about,' use lo",L43#17
We should speak to him.,Deberíamos hablarle.,L43-032,sentence,primary,le = to him/her/you-formal,L43#17
We should speak with him.,Deberíamos hablar con él.,L43-033,sentence,primary,con él dodges le ambiguity,L43#18
They would give me.,Me darían.,L43-034,sentence,primary,,L43#19
They would give it to me.,Me lo darían.,L43-035,sentence,primary,me + lo + darían,L43#19
spoken (past part. of hablar),hablado,L43-036,transformation,extended,-ar → -ado,L43#4
You would have eaten.,Habrías comido.,L43-038,sentence,extended,,"L43#2, L43#5"
She would have come.,Habría venido.,L43-039,sentence,extended,,L43#5
We would have been able to come.,Habríamos podido venir.,L43-040,sentence,extended,,L43#6
They should eat.,Deberían comer.,L43-041,sentence,extended,,"L43#14, L43#16"
We should speak to them.,Deberíamos hablarles.,L43-042,sentence,extended,,L43#17
We should speak with her.,Deberíamos hablar con ella.,L43-043,sentence,extended,,L43#18
I would give it to you.,Te lo daría.,L43-044,sentence,extended,te + lo + daría,L43#19
I shouldn't go.,No debería ir.,L43-045,sentence,extended,,"L43#14, L43#16"
