front,back,id,type,tier,hint,rule_ref
my name is / I call myself,me llamo,L26-013,transformation,primary,literally *I call myself*,L26#16
My name is Mihalis.,Me llamo Mihalis.,L26-016,sentence,primary,*I call myself Mihalis*,L26#16
What's your name?,¿Cómo te llamas?,L26-017,sentence,primary,*how do you call yourself*,L26#17
I'm going to stay.,Voy a quedarme.,L26-020,sentence,primary,reflexive stuck to end of -ar form,"L26#1, L26#6"
I want to stay.,Quiero quedarme.,L26-022,sentence,primary,,L26#1
Do you want to stay?,¿Quieres quedarte?,L26-023,sentence,primary,te matches the doer (you),L26#2
We must stay.,Debemos quedarnos.,L26-024,sentence,primary,or *Nos debemos quedar.*,"L26#1, L26#3"
I'm planning to stay.,Pienso quedarme.,L26-030,sentence,primary,*pensar* + to-form = plan to,"L26#10, L26#1"
Are you planning to stay here tonight?,¿Piensas quedarte aquí esta noche?,L26-031,sentence,primary,*esta noche* = tonight,L26#10
You're not staying here.,No te quedas aquí.,L26-032,sentence,primary,no goes in front of everything,L26#4
Aren't you staying here?,¿No te quedas aquí?,L26-033,sentence,primary,,"L26#4, L26#5"
Why aren't you staying here?,¿Por qué no te quedas aquí?,L26-034,sentence,primary,,"L26#5, L26#4"
I can't stay.,No puedo quedarme.,L26-035,sentence,primary,,L26#4
I can't stay tonight.,No puedo quedarme esta noche.,L26-036,sentence,primary,,L26#4
We have stayed.,Nos hemos quedado.,L26-038,sentence,primary,reflexive BEFORE haber,L26#11
We haven't stayed.,No nos hemos quedado.,L26-039,sentence,primary,,"L26#11, L26#14"
You have stayed.,Te has quedado.,L26-040,sentence,primary,,L26#11
Haven't YOU stayed?,¿Tú no te has quedado?,L26-042,sentence,primary,tú for emphasis,"L26#14, L26#11"
September,septiembre,L26-043,transformation,extended,or *setiembre* · cousin of *siete*,"L26#7, L26#8"
We're planning to stay.,Pensamos quedarnos.,L26-045,sentence,extended,no e-split in *pensamos*,"L26#9, L26#10"
I want to know why you have to stay.,Quiero saber por qué tienes que quedarte.,L26-046,sentence,extended,10 words · L26 example combined,L26#5
Why don't you want to stay?,¿Por qué no quieres quedarte?,L26-048,sentence,extended,,"L26#5, L26#4"
They are calling me.,Me llaman.,L26-049,sentence,extended,ll = /y/,"L26#15, L26#18"
What's his name?,¿Cómo se llama?,L26-050,sentence,extended,literally *how does he call himself*,"L26#17, L26#18"
What are you guys called?,¿Cómo se llaman?,L26-051,sentence,extended,covers they / ustedes,"L26#17, L26#18"
car (Spain),coche,L27-001,transformation,primary,masc · from *coach*,"L27#4, L27#5"
car (Latin America),carro,L27-002,transformation,primary,masc · rolled rr,L27#4
car (short for *automóbil*),auto,L27-003,transformation,primary,masc,L27#4
red (masc),rojo,L27-005,transformation,primary,rolling r · j = /kh/ → /rokho/,L27#14
big,grande,L27-007,transformation,primary,same root as *grand*,L27#6
big (plural),grandes,L27-008,transformation,primary,adjective adds -s for plural,L27#7
in,en,L27-009,transformation,primary,"single word, e-n",L27#13
the global situation,la situación global,L27-012,sentence,primary,adjective AFTER noun · -ión fem,"L27#1, L27#3"
the digital camera,la cámara digital,L27-013,sentence,primary,,L27#1
I want to buy a digital camera.,Quiero comprar una cámara digital.,L27-015,sentence,primary,,"L27#1, L27#2"
the big houses,las casas grandes,L27-019,sentence,primary,noun + adjective both pluralize,"L27#7, L27#8"
Do you see the big car?,¿Ves el coche grande?,L27-022,sentence,primary,skip *can* — *ves* alone is natural,L27#11
I can't find it.,No puedo encontrarlo.,L27-024,sentence,primary,helper-verb shortcut · -lo on infinitive,"L27#9, L27#10"
I don't find it.,No lo encuentro.,L27-025,sentence,primary,more native — o → ue split,"L27#9, L27#12"
I'm staying in the red car.,Me quedo en el auto rojo.,L27-026,sentence,primary,build verb backbone first,"L27#16, L27#19"
I have stayed in the red car.,Me he quedado en el auto rojo.,L27-027,sentence,primary,9 words · me before haber,L27#17
I have bought a red car.,He comprado un auto rojo.,L27-028,sentence,primary,,"L27#18, L27#1"
I have bought myself a red car.,Me he comprado un auto rojo.,L27-029,sentence,primary,me he comprado = bought for myself,"L27#18, L27#1"
the houses,las casas,L27-031,transformation,extended,fem plural · la → las,L27#8
the cars (LatAm),los carros,L27-032,transformation,extended,masc plural · el → los,L27#8
the red house,la casa roja,L27-035,sentence,extended,fem adjective,L27#15
the red cars,los autos rojos,L27-036,sentence,extended,masc plural agreement,"L27#7, L27#8, L27#15"
Do you see the red car?,¿Ves el auto rojo?,L27-038,sentence,extended,,"L27#11, L27#1"
I can't find the red car.,No puedo encontrar el auto rojo.,L27-039,sentence,extended,9 words · helper shortcut,"L27#9, L27#1"
