front,back,id,type,tier,hint,rule_ref
She realizes.,Se da cuenta.,L38-029,sentence,primary,*me/te → se* for he/she,"L38#19, L38#3"
They realize.,Se dan cuenta.,L38-030,sentence,primary,,"L38#19, L38#3"
We don't realize.,No nos damos cuenta.,L38-032,sentence,primary,,L38#19
She realizes (emphasis).,Ella se da cuenta.,L38-033,sentence,primary,*ella* disambiguates *se*,"L38#20, L38#7"
It fits me well.,Me queda bien.,L38-034,sentence,primary,quedar without self = fit/suit,L38#18
Why don't you stay?,¿Por qué no te quedas?,L38-035,sentence,primary,,L38#11
I'm staying (emphasis).,Yo me quedo.,L38-036,sentence,extended,,"L38#12, L38#9"
We (all-female) stay.,Nosotras nos quedamos.,L38-037,sentence,extended,,"L38#12, L38#9"
They want to stay.,Quieren quedarse.,L38-039,sentence,extended,,"L38#14, L38#15"
She wants to stay.,Ella quiere quedarse.,L38-040,sentence,extended,,"L38#7, L38#14"
We want to stay.,Queremos quedarnos.,L38-041,sentence,extended,*-nos* attached,"L38#14, L38#15"
He speaks to himself (emphasis).,Él se habla.,L38-042,sentence,extended,,"L38#7, L38#3"
He doesn't realize.,No se da cuenta.,L38-043,sentence,extended,,"L38#19, L38#3"
They don't realize.,No se dan cuenta.,L38-044,sentence,extended,,"L38#19, L38#3"
You stay (emphasis).,Tú te quedas.,L38-045,sentence,extended,,"L38#12, L38#9"
We speak to ourselves.,Nos hablamos.,L38-048,sentence,extended,context decides vs each-other,L38#6
for,para,L39-002,transformation,primary,,L39#4
of / from,de,L39-003,transformation,primary,,L39#6
in / on,en,L39-004,transformation,primary,,L39#3
me (after a preposition),mí,L39-005,transformation,primary,m-í · accent distinguishes from *mi*,L39#5
you (after a preposition),ti,L39-006,transformation,primary,no accent — t-i,L39#5
For me.,Para mí.,L39-007,sentence,primary,me→mí after prep,"L39#5, L39#4"
For you.,Para ti.,L39-008,sentence,primary,,"L39#5, L39#4"
With him.,Con él.,L39-009,sentence,primary,lit. *with he* — no *with him*,"L39#2, L39#1"
With her.,Con ella.,L39-010,sentence,primary,,"L39#2, L39#1"
With them.,Con ellos.,L39-011,sentence,primary,,"L39#2, L39#1"
From him.,De él.,L39-017,sentence,primary,,"L39#6, L39#2"
From me.,De mí.,L39-018,sentence,primary,,"L39#6, L39#5"
Is it from you guys?,¿Es de ustedes?,L39-019,sentence,primary,characteristic → *es*,"L39#7, L39#8, L39#6"
It's for you guys.,Es para ustedes.,L39-020,sentence,primary,,"L39#8, L39#4"
It is with you guys.,Está con ustedes.,L39-021,sentence,primary,location → *está*,"L39#8, L39#1"
a favor,un favor,L39-023,transformation,primary,,L39#10
He's doing me a favor.,Me hace un favor.,L39-024,sentence,primary,,"L39#10, L39#9"
He's doing her a favor.,Le hace un favor.,L39-025,sentence,primary,lo→le — *her* is indirect,L39#11
to tell / to say,decir,L39-026,transformation,primary,/de-THIR/ in Spain,L39#12
I want to say.,Quiero decir.,L39-027,sentence,primary,,"L39#13, L39#12"
I want to tell him.,Quiero decirle.,L39-028,sentence,primary,*le* attached to infinitive,L39#13
I want to tell him (variant).,Le quiero decir.,L39-029,sentence,primary,or place *le* before *quiero*,L39#13
I want to say it.,Lo quiero decir.,L39-030,sentence,primary,"*lo* — thing, not person",L39#14
I buy.,Compro.,L39-032,sentence,primary,,L39#16
I buy for them.,Les compro.,L39-034,sentence,primary,for them → indirect *les*,"L39#16, L39#15"
They buy them for me.,Me los compran.,L39-036,sentence,primary,,L39#17
With me.,Conmigo.,L39-037,sentence,extended,irregular fusion · con+mí,"L39#5, L39#1"
From you guys.,De ustedes.,L39-041,sentence,extended,,"L39#6, L39#2"
I buy for them (literal).,Compro para ellos.,L39-043,sentence,extended,less natural — Spanish prefers *les*,"L39#16, L39#4"
She's doing them a favor.,Les hace un favor.,L39-047,sentence,extended,,"L39#10, L39#15"
I don't want to say it.,No lo quiero decir.,L39-048,sentence,extended,,"L39#14, L39#13"
Is it for me?,¿Es para mí?,L39-049,sentence,extended,,"L39#7, L39#5, L39#4"
It's from her.,Es de ella.,L39-050,sentence,extended,,"L39#8, L39#6, L39#2"
