front,back,id,type,tier,hint,rule_ref
It would interest you.,Te interesaría.,L45-022,sentence,primary,-aría conditional,L45#9
It would interest me to see it.,Me interesaría verlo.,L45-023,sentence,primary,,"L45#9, L45#17"
Does it interest you to dance tonight?,¿Te interesa bailar esta noche?,L45-024,sentence,primary,,"L45#7, L45#6"
It seems to me.,Me parece.,L45-025,sentence,primary,,L45#10
It seems to me that...,Me parece que...,L45-026,sentence,primary,que is obligatory in Spanish,L45#12
Seems fine to me.,Me parece bien.,L45-027,sentence,primary,"bien (well), not bueno",L45#15
It doesn't seem right to me.,No me parece bien.,L45-028,sentence,primary,,L45#16
Doesn't it seem right to you?,¿No le parece bien?,L45-030,sentence,primary,le = formal you,L45#16
It seems he doesn't like it.,Me parece que no le gusta.,L45-031,sentence,primary,,"L45#12, L45#2"
It seems he doesn't want to go out tonight.,Parece que no quiere salir esta noche.,L45-032,sentence,primary,,"L45#12, L45#8"
It interests them to go out.,Les interesa salir.,L45-033,sentence,primary,,"L45#5, L45#8"
Would it interest you to go out?,¿Te interesaría salir?,L45-034,sentence,primary,,"L45#9, L45#8"
I want to put it here.,Quiero ponerlo aquí.,L45-035,sentence,primary,-lo on the 'to' form,L45#20
I want to put salt on it.,Quiero ponerle sal.,L45-037,sentence,primary,le = on it (not lo),L45#21
I'd like to put a little more salt.,Me gustaría ponerle un poco más sal.,L45-039,sentence,primary,,L45#23
I'd like to put a little more salt on them.,Me gustaría ponerles un poco más sal.,L45-040,sentence,primary,-les for plural (on them),L45#24
Could you put it here?,¿Podrías ponerlo aquí?,L45-041,sentence,primary,,L45#20
I want to compose.,Quiero componer.,L45-042,sentence,primary,,"L45#18, L45#19"
Does it interest her to go out to dance tonight?,¿Le interesa salir a bailar esta noche?,L45-045,sentence,extended,,L45#8
It seems good to me. (Me parece bueno),Me parece bueno.,L45-047,sentence,extended,"bueno here, contrast to bien",L45#15
I suppose it interests him.,Supongo que le interesa.,L45-049,sentence,extended,,"L45#18, L45#5"
I'd like to put more salt here.,Me gustaría ponerle más sal aquí.,L45-050,sentence,extended,,"L45#21, L45#20"
It doesn't interest them at all.,No les interesa nada.,L45-051,sentence,extended,nada = nothing/at all,L45#5
Why doesn't it seem right to him?,¿Por qué no le parece bien?,L45-054,sentence,extended,,"L45#16, L45#14"
eaten (participle),comido,L46-006,transformation,primary,-er → -ido,L46#3
spoken (participle),hablado,L46-007,transformation,primary,-ar → -ado,L46#3
been able (participle),podido,L46-009,transformation,primary,-er → -ido,L46#3
I would have (haber in would-time),habría,L46-011,transformation,primary,habería → habría (e drops),L46#6
I have eaten.,He comido.,L46-015,sentence,primary,,"L46#2, L46#3"
They have danced.,Han bailado.,L46-017,sentence,primary,,"L46#2, L46#4"
I have been able to eat.,He podido comer.,L46-019,sentence,primary,second verb stays 'to' form,L46#3
I haven't been able to eat.,No he podido comer.,L46-020,sentence,primary,,L46#8
You have eaten.,Has comido.,L46-022,sentence,primary,informal you,L46#2
I would have gone out.,Habría salido.,L46-023,sentence,primary,habría + salido (chunks),"L46#6, L46#7"
I would have been able to go out.,Habría podido salir.,L46-024,sentence,primary,,L46#6
I wouldn't have been able to go out.,No habría podido salir.,L46-025,sentence,primary,,L46#8
We would have danced.,Habríamos bailado.,L46-027,sentence,primary,,L46#6
I/he was speaking (line past),hablaba,L46-029,transformation,primary,-ar → -aba (covers I/he/she/usted),"L46#9, L46#11"
you (informal) were speaking,hablabas,L46-030,transformation,primary,-abas,L46#10
we were speaking,hablábamos,L46-032,transformation,primary,-ábamos (accent stays on -aba),L46#10
I/he was waiting,esperaba,L46-033,transformation,primary,-ar → -aba,L46#9
I/he was trying,intentaba,L46-034,transformation,primary,,L46#9
I used to speak.,Hablaba.,L46-035,sentence,primary,line past = used to / was -ing,L46#11
We were speaking.,Hablábamos.,L46-036,sentence,primary,,L46#10
I was waiting for you.,Te esperaba.,L46-037,sentence,primary,informal you · drop 'for',L46#12
I was waiting for him.,Lo esperaba.,L46-038,sentence,primary,lo = him / formal you (masc),L46#13
I was waiting for her.,La esperaba.,L46-039,sentence,primary,la = her / formal you (fem),L46#13
We were waiting for him.,Lo esperábamos.,L46-040,sentence,primary,,"L46#10, L46#13"
We were waiting for them.,Los esperábamos.,L46-041,sentence,primary,,"L46#10, L46#13"
I was trying.,Intentaba.,L46-042,sentence,primary,,L46#9
They were trying to find it for me. (encontrármelo),Intentaban encontrármelo.,L46-044,sentence,primary,"me + lo stacked: me first, lo second",L46#14
they were trying,intentaban,L46-051,transformation,extended,,L46#10
You haven't spoken.,No has hablado.,L46-055,sentence,extended,,L46#8
He used to dance every day.,Bailaba todos los días.,L46-059,sentence,extended,line past = habitual,L46#11
I used to wait here.,Esperaba aquí.,L46-060,sentence,extended,,L46#11
We were waiting for you guys.,Los esperábamos.,L46-061,sentence,extended,los covers you-guys / them,L46#13
They were trying to find it for me. (para mí),Intentaban encontrarlo para mí.,L46-062,sentence,extended,emphatic form with para mí,L46#15
I haven't been able to find it.,No he podido encontrarlo.,L46-068,sentence,extended,,L46#8
I was managing the problem.,Manejaba el problema.,L46-070,sentence,extended,line past + masc -ma noun,"L46#9, L44#2"
It interested me.,Me interesaba.,L46-073,sentence,extended,line past of interesar,"L46#9, L45#5"
