front,back,id,type,tier,hint,rule_ref
I'm seeing her tonight.,La veo esta noche.,L20-023,sentence,primary,present + time = future,"L20#1, L20#5"
We're seeing her soon.,La vemos pronto.,L20-024,sentence,primary,,"L20#1, L20#5, L20#2"
We're seeing them (fem) soon.,Las vemos pronto.,L20-025,sentence,primary,,"L20#1, L20#6, L20#2"
Are you seeing them soon?,¿Las ves pronto?,L20-029,sentence,primary,,L20#10
Aren't you seeing them soon?,¿No las ves pronto?,L20-030,sentence,primary,*no* before the pronoun,L20#10
Why aren't you seeing them soon?,¿Por qué no las ves pronto?,L20-031,sentence,primary,,L20#10
We're going to see her.,Vamos a verla.,L20-032,sentence,primary,*la* sticks onto *ver*,L20#8
Are you going to see him soon?,¿Vas a verlo pronto?,L20-033,sentence,primary,*lo* sticks onto *ver*,L20#8
Are you going to see us soon?,¿Vas a vernos pronto?,L20-034,sentence,primary,or *¿Nos vas a ver pronto?* — both correct,"L20#8, L20#9"
Let's speak next week.,Hablamos la semana que viene.,L20-036,sentence,primary,we-form = let's,"L20#13, L20#11"
See you.,Nos vemos.,L20-037,sentence,primary,,"L20#15, L20#16"
See you next week.,Nos vemos la semana que viene.,L20-038,sentence,primary,,"L20#15, L20#11"
Let's go.,Vamos.,L20-039,sentence,primary,we-form doubles as *let's*,"L20#13, L19#3"
She sees us tomorrow.,Nos ve mañana.,L20-043,sentence,primary,*nos* before changed verb,"L20#5, L20#1, L20#2"
I see you (informal) later.,Te veo más tarde.,L20-044,sentence,primary,,"L20#5, L20#1, L20#2"
We see each other tomorrow.,Nos vemos mañana.,L20-047,sentence,extended,,"L20#15, L20#2"
Why don't you see them?,¿Por qué no las ves?,L20-053,sentence,extended,,L20#10
Let's eat. (Comemos…),Comemos.,L20-056,sentence,extended,we-form = let's,"L20#13, L18#1"
We come next week.,Venimos la semana que viene.,L20-063,sentence,extended,,"L18#3, L20#11, L20#1"
I prefer to see her later.,Prefiero verla más tarde.,L20-064,sentence,extended,*la* attaches to *ver*,"L18#2, L20#8, L20#2"
