front,back,id,type,tier,hint,rule_ref
I am a free person.,Soy libre.,L32-023,sentence,primary,ser → characteristic,L32#9
married (housed),casado,L32-026,transformation,primary,from *casa* = house,L32#12
busy / occupied,ocupado,L32-027,transformation,primary,estar only · *Soy ocupado* is bad,L32#13
worried (pre-occupied),preocupado,L32-028,transformation,primary,pre + ocupado,L32#15
I am a married person.,Soy una persona casada.,L32-029,sentence,primary,persona-trick dodges ser/estar,"L32#11, L32#12"
I am busy. (feminine),Estoy ocupada.,L32-030,sentence,primary,ocupado is estar-only,L32#13
I am a busy person.,Soy una persona ocupada.,L32-031,sentence,primary,man still says *ocupada* (persona),"L32#11, L32#14"
We are busy people.,Somos personas ocupadas.,L32-032,sentence,primary,plural persona-trick,"L32#11, L32#13"
I am worried. (feminine),Estoy preocupada.,L32-033,sentence,primary,state → estar,L32#15
He is worried.,Está preocupado.,L32-034,sentence,primary,,L32#15
He is a worried person.,Es una persona preocupada.,L32-035,sentence,primary,characteristic — worry-prone,"L32#15, L32#11"
liberation,liberación,L32-036,transformation,extended,-tion → -ción,L32#4
to deliver (free from),liberar de,L32-037,transformation,extended,deliver = de + liber-,"L32#3, L32#4"
married,casada,L32-038,transformation,extended,feminine of casado,L32#12
It is not boring.,No es aburrido.,L32-040,sentence,extended,,"L32#1, L2#9"
They are not bored.,No están aburridos.,L32-041,sentence,extended,,"L32#1, L2#9"
We are free. (state),Estamos libres.,L32-047,sentence,extended,*libre* doesn't change for gender,"L32#9, L32#10"
Are you busy? (informal),¿Estás ocupado?,L32-049,sentence,extended,,L32#13
ready / smart,listo,L33-001,transformation,primary,estar=ready · ser=smart,L33#2
so,tan,L33-002,transformation,primary,use like English 'so',L33#5
good / handsome,bueno,L33-003,transformation,primary,bon appétit · o → ue,L33#6
happy,feliz,L33-004,transformation,primary,*felicidad* = happiness,L33#10
I want to know,quiero saber,L33-005,transformation,primary,,L33#9
happiness,felicidad,L33-006,transformation,primary,-ity → -idad,L33#10
I am ready. (masc),Estoy listo.,L33-007,sentence,primary,state → estar,L33#2
I am smart. (masc),Soy listo.,L33-009,sentence,primary,characteristic → ser,L33#2
He is smart.,Es listo.,L33-011,sentence,primary,,L33#2
We are ready. (emphatic),Nosotros estamos listos.,L33-014,sentence,primary,pronoun for emphasis,L33#3
I am so tired. (masc),Estoy tan cansado.,L33-017,sentence,primary,tan = so,L33#5
I am so bored. (fem),Estoy tan aburrida.,L33-018,sentence,primary,,"L33#5, L32#1"
He is so bored.,Él está tan aburrido.,L33-019,sentence,primary,emphatic pronoun,"L33#5, L32#1"
He is good. (person),Es bueno.,L33-023,sentence,primary,ser → good person / good at,L33#6
He is attractive.,Está bueno.,L33-024,sentence,primary,estar → looks hot / in good form,L33#6
She is good. (person),Es buena.,L33-025,sentence,primary,,L33#6
They are good. (people),Son buenos.,L33-027,sentence,primary,,"L33#7, L33#6"
It is not good.,No es bueno.,L33-030,sentence,primary,,"L33#6, L2#9"
I want to know how he is.,Quiero saber cómo está.,L33-031,sentence,primary,state → está,"L33#9, L31#9"
I want to know what he's like.,Quiero saber cómo es.,L33-032,sentence,primary,characteristic → es,"L33#9, L31#8"
I want to know how they are.,Quiero saber cómo están.,L33-033,sentence,primary,,"L33#9, L31#9"
I am happy. (state),Estoy feliz.,L33-035,sentence,primary,state → estar,L33#11
I am a happy person.,Soy feliz.,L33-036,sentence,primary,characteristic → ser,L33#11
I am a happy person. (safe),Soy una persona feliz.,L33-037,sentence,primary,persona-trick from L32,"L33#12, L32#11"
They are happy. (state),Están felices.,L33-039,sentence,primary,feliz → felices in plural,L33#11
Merry Christmas!,¡Feliz Navidad!,L33-040,sentence,primary,Spanish holiday phrase,L33#10
Christmas,Navidad,L33-041,transformation,extended,from *natividad* / nativity,L33#10
ready (fem),lista,L33-042,transformation,extended,feminine of listo,L33#2
good (fem),buena,L33-043,transformation,extended,feminine of bueno,L33#6
He is not smart.,No es listo.,L33-045,sentence,extended,,"L33#2, L2#9"
We are happy people.,Somos personas felices.,L33-051,sentence,extended,persona-trick · feliz → felices,"L33#12, L32#11"
They are not happy.,No están felices.,L33-052,sentence,extended,,"L33#11, L2#9"
He is a happy person.,Es una persona feliz.,L33-055,sentence,extended,,"L33#12, L32#11"
