front,back,id,type,tier,hint,rule_ref
It's important to speak about it.,Es importante hablarlo.,L11-030,sentence,primary,*-lo* covers *about it*,"L11#10, L11#12, L2#7"
How are you?,¿Cómo estás?,L11-033,sentence,primary,*cómo* with accent = how,L11#7
I google,googleo,L11-034,transformation,extended,googlear → googleo · new verbs all -ar,"L11#1, L11#2"
exaggeration,exageración,L11-037,transformation,extended,-tion → -ción · /j/→/kh/,L11#13
collaboration,colaboración,L11-038,transformation,extended,-tion → -ción · single l,L11#13
I tolerate it.,Lo tolero.,L11-039,sentence,extended,*lo* before changed verb,"L11#9, L11#11"
I'm going to eliminate it.,Voy a eliminarlo.,L11-041,sentence,extended,*-lo* on the to-form,"L11#8, L11#10"
I don't tolerate it.,No lo tolero.,L11-042,sentence,extended,*no* + *lo* + verb,"L11#9, L2#9"
He must speak about it.,Debe hablarlo.,L11-043,sentence,extended,*debe* = he must · *-lo* covers *about it*,"L11#4, L11#10, L11#12"
I sell,vendo,L12-001,transformation,primary,vender → vendo · *vending machine*,L12#4
he sells,vende,L12-002,transformation,primary,-er key vowel /e/,L12#4
they sell,venden,L12-003,transformation,primary,vende + n,"L12#2, L12#4"
you sell,vendes,L12-004,transformation,primary,vende + s · informal,"L12#3, L12#4"
he eats,come,L12-006,transformation,primary,comer → come · key vowel /e/,L12#4
they eat,comen,L12-007,transformation,primary,come + n,"L12#2, L12#4"
you eat,comes,L12-008,transformation,primary,come + s · informal,"L12#3, L12#4"
association,asociación,L12-010,transformation,primary,-tion → -ción · single s,"L12#11, L12#12"
celebration,celebración,L12-011,transformation,primary,-tion → -ción · feminine,"L12#11, L12#12"
administration,administración,L12-012,transformation,primary,-tion → -ción · feminine,"L12#11, L12#12"
diversity,diversidad,L12-013,transformation,primary,-ity → -idad · feminine,L12#13
nationality,nacionalidad,L12-014,transformation,primary,-ity → -idad · /ci/=/s/ or /th/,"L12#13, L12#14"
creativity,creatividad,L12-015,transformation,primary,-ity → -idad · feminine,L12#13
electric,eléctrico,L12-021,transformation,primary,rip off -idad · -ity→-idad cousin,L12#15
generous,generoso,L12-022,transformation,primary,from *generosidad*,L12#15
clear / of course,claro,L12-023,transformation,primary,filler word · cf. *claridad*,"L12#15, L12#18"
the person,la persona,L12-024,transformation,primary,*persona* is feminine even for a man,"L12#9, L12#10"
the house,la casa,L12-025,transformation,primary,ends in -a · feminine,L12#10
common,común,L12-026,transformation,primary,breaks the rule · accent on -ún,L12#17
I'm selling it.,Lo vendo.,L12-027,sentence,primary,*lo* before changed verb,L12#6
I'm selling the houses.,Vendo las casas.,L12-028,sentence,primary,*casa* feminine · *las* plural,"L12#7, L12#10"
I'm selling them.,Las vendo.,L12-029,sentence,primary,*las* for feminine plural things,"L12#7, L12#8"
He's selling something.,Vende algo.,L12-030,sentence,primary,*algo* goes after the verb,L12#21
They're not selling it.,No lo venden.,L12-031,sentence,primary,*no* + *lo* + verb,"L12#6, L2#9"
Why aren't they selling it?,¿Por qué no lo venden?,L12-032,sentence,primary,question word order = same,L12#20
They're selling it to me.,Me lo venden.,L12-033,sentence,primary,"personal *me* first, then *lo*",L12#19
They don't sell it to me.,No me lo venden.,L12-034,sentence,primary,no + me + lo + verb,"L12#19, L12#20"
Why don't they sell it to me?,¿Por qué no me lo venden?,L12-035,sentence,primary,stack: no + me + lo + verb,"L12#19, L12#20"
They're selling it to us.,Nos lo venden.,L12-036,sentence,primary,"*nos* first, then *lo*",L12#19
They're not selling it to us.,No nos lo venden.,L12-037,sentence,primary,no + nos + lo + verb,"L12#19, L12#20"
he contaminates,contamina,L12-048,transformation,extended,-ar key vowel /a/,L12#1
generous (fem.),generosa,L12-049,transformation,extended,-o → -a for feminine,L12#16
Of course it's possible.,"Claro, es posible.",L12-050,sentence,extended,*claro* = of course,"L12#18, L2#7, L3#8"
He's selling the house.,Vende la casa.,L12-051,sentence,extended,*la casa* feminine,"L12#7, L12#10"
Why don't you sell it?,¿Por qué no lo vendes?,L12-054,sentence,extended,*vendes* = you (informal) sell,"L12#3, L12#6, L12#20"
They're eating something.,Comen algo.,L12-055,sentence,extended,*algo* after verb,"L12#21, L12#4"
They're not eating it.,No lo comen.,L12-056,sentence,extended,no + lo + *comen*,"L12#6, L2#9"
It's not common.,No es común.,L12-057,sentence,extended,*común* breaks rules · accent kept,"L12#17, L2#9, L2#7"
to do / to make,hacer,L13-014,transformation,primary,-er verb · silent h,"L13#1, L13#2"
to be able / can,poder,L13-015,transformation,primary,-er verb · soft d,"L13#1, L13#5"
to leave / go out,salir,L13-016,transformation,primary,-ir verb · irregular *salgo*,"L13#1, L13#9"
to wait / to hope,esperar,L13-019,transformation,primary,*desperate* = without hope,L13#12
necessary,necesario,L13-020,transformation,primary,-ary → -ario · single s,L13#15
to know / savvy,saber,L13-021,transformation,primary,with *b* · cf. savvy,L13#14
vocabulary,vocabulario,L13-022,transformation,primary,-ary → -ario · with *v* · mouth-ulary,"L13#14, L13#15"
He's doing it.,Lo hace.,L13-023,sentence,primary,*lo* before *hace*,"L13#2, L11#9"
They're doing it.,Lo hacen.,L13-024,sentence,primary,hace + n · *lo* first,"L13#3, L11#9"
What are you doing?,¿Qué haces?,L13-025,sentence,primary,also: how are you?,"L13#2, L13#3"
Can you come?,¿Puedes venir?,L13-026,sentence,primary,*puedes* + to-form · no *a*,"L13#5, L13#6"
Can't you come?,¿No puedes venir?,L13-027,sentence,primary,*no* before *puedes*,"L13#5, L13#6, L2#9"
Why can't you come?,¿Por qué no puedes venir?,L13-028,sentence,primary,*por qué* opens the question,"L13#5, L13#6, L12#20"
I want to know why you can't come.,Quiero saber por qué no puedes venir.,L13-029,sentence,primary,stack: *quiero* + *saber* + *por qué*,"L13#5, L13#6, L13#14"
They wait for me.,Me esperan.,L13-030,sentence,primary,no word for *for* · *me* before verb,L13#13
They're not waiting for me.,No me esperan.,L13-031,sentence,primary,no + me + verb,"L13#13, L2#9"
contrary,contrario,L13-037,transformation,extended,-ary → -ario,L13#15
mouth,boca,L13-038,transformation,extended,with *b* · the *vocabulary* organ,L13#14
You (informal) are doing it.,Lo haces.,L13-043,sentence,primary,*haces* = you (informal) do,"L13#3, L11#9"
I'm waiting for him.,Lo espero.,L13-045,sentence,extended,*lo* before *espero* · no word for *for*,"L13#12, L13#13"
He waits for us.,Nos espera.,L13-046,sentence,extended,*nos* before *espera*,"L13#12, L13#13"
It's necessary to do it.,Es necesario hacerlo.,L13-047,sentence,extended,*-lo* attached to to-form,"L13#15, L11#10, L2#7"
I'm coming.,Vengo.,L13-049,sentence,extended,*vengo* (-go family),L13#9
I have a house.,Tengo una casa.,L13-050,sentence,extended,*tengo* (-go) · *una* fem. indefinite,"L13#9, L12#10"
