front,back,id,type,tier,hint,rule_ref
"I could (past, was able)",podía,L53-001,transformation,primary,line-past · -er + -ía,"L53#3, L53#4"
"I could (future, would be able)",podría,L53-002,transformation,primary,would-ending · e drops: poderí→podrí,L53#2
we could (future),podríamos,L53-003,transformation,primary,would-ending we form,L53#2
they could (past),podían,L53-004,transformation,primary,line-past they form,L53#4
I couldn't do it.,No podía hacerlo.,L53-006,sentence,primary,past 'could' → podía,"L53#3, L53#5"
I couldn't do it yesterday.,No podía hacerlo ayer.,L53-007,sentence,primary,past + ayer,"L53#3, L53#8"
I couldn't do it because I didn't have the time.,No podía hacerlo porque no tenía el tiempo.,L53-008,sentence,primary,past + reason,"L53#3, L53#6"
I had (helper for past-of-past),había,L53-009,transformation,primary,line-past of haber,L53#9
they had (helper),habían,L53-011,transformation,primary,they form of haber line-past,L53#9
already,ya,L53-012,transformation,primary,usually at start of sentence,L53#11
I had eaten.,Había comido.,L53-013,sentence,primary,había + participle,"L53#9, L53#10"
I had already eaten.,Ya había comido.,L53-014,sentence,primary,ya at start,L53#11
We had already eaten.,Ya habíamos comido.,L53-015,sentence,primary,we form,"L53#9, L53#11"
he wanted / I wanted,quería,L53-016,transformation,primary,line-past of querer · ongoing,L53#12
He wanted to dine with me.,Quería cenar conmigo.,L53-020,sentence,primary,quería + conmigo,"L53#12, L53#13"
"He wanted to dine with me, but I had already dined.","Él quería cenar conmigo, pero yo ya había cenado.",L53-021,sentence,primary,use él / yo to disambiguate,"L53#14, L53#11"
to look for,buscar,L53-022,transformation,primary,no 'for' needed — *buscar* covers it,L53#16
he was looking for it,lo buscaba,L53-023,transformation,primary,line-past + lo,L53#16
I would have (helper),habría,L53-026,transformation,primary,would-ending · e drops,L53#18
I had lost it.,Lo había perdido.,L53-027,sentence,primary,lo + había + perdido,"L53#9, L53#17"
He was looking for it because I had lost it.,Lo buscaba porque yo lo había perdido.,L53-028,sentence,primary,two pasts · yo for clarity,"L53#16, L53#9"
I would have got lost.,Me habría perdido.,L53-030,sentence,primary,reflexive · lost myself,L53#19
for us,para nosotros,L50-036,transformation,extended,regular pronoun after prep,L50#4
from him,de él,L50-037,transformation,extended,after de,"L50#3, L50#4"
I will buy,compraré,L50-038,transformation,extended,future: comprar + -é,L50#14
I would buy,compraría,L50-039,transformation,extended,would: comprar + -ía,L50#16
I would like to stay for three days.,Me gustaría quedarme por tres días.,L50-042,sentence,extended,me gustaría + 'to' form,"L50#16, L50#11"
These are for him.,Estos son para él.,L50-044,sentence,extended,plural masc + para él,"L50#6, L50#4"
I'm not staying every day.,No me quedo todos los días.,L50-045,sentence,extended,negative + every day,L50#13
I was (estar past),estaba,L51-031,transformation,extended,estar line-past · I/he/she,L51#12
"you were (estar past, informal)",estabas,L51-032,transformation,extended,-as for you-informal,L51#12
they were (estar past),estaban,L51-033,transformation,extended,-an for they,L51#12
creation,creación,L51-034,transformation,extended,from crear · -ación,L51#14
Are you tired of working? (fem),¿Estás cansada de trabajar?,L51-037,sentence,extended,estar + cansada + de,"L51#11, L51#10"
I don't believe in arguing about it.,No creo en discutirlo.,L51-038,sentence,extended,object on 'to' form,"L51#15, L51#8"
In this way it is possible.,De esta forma es posible.,L51-039,sentence,extended,"de esta forma, not en",L51#18
"Currently, my job is interesting.","Actualmente, mi trabajo es interesante.",L51-040,sentence,extended,false-friend currently,L51#17
It's because of you that I'm tired. (fem),Es por ti que estoy cansada.,L51-041,sentence,extended,es … que · por = because of,"L51#3, L51#10"
I have come because of her.,He venido por ella.,L51-042,sentence,extended,por ella · never porque de,L51#4
to swim,nadar,L52-032,transformation,extended,-ar verb,L52#14
health,salud,L52-034,transformation,extended,the toast,L52#15
the waning moon,la luna menguante,L52-036,transformation,extended,"adjective uses -ante, not -ando",L52#18
We are taking a Spanish course.,Estamos tomando un curso de español.,L52-037,sentence,extended,estamos + -ando,"L52#7, L52#11"
It is frustrating.,Es frustrante.,L52-039,sentence,extended,-ar → -ante,L52#17
Dancing is interesting.,Bailar es interesante.,L52-040,sentence,extended,general → 'to' form,"L52#14, L52#17"
I'm tired of dancing on Mondays.,Estoy cansada de bailar los lunes.,L52-041,sentence,extended,after de: 'to' form · 'on Mondays' = los lunes,"L52#19, L51#11"
Thursday is irritating.,El jueves es irritante.,L52-042,sentence,extended,el + day · -ante,"L52#19, L52#17"
"you could (past, informal)",podías,L53-031,transformation,extended,line-past -ías,L53#4
we could (past),podíamos,L53-032,transformation,extended,line-past we form,L53#4
"you had (helper, informal)",habías,L53-033,transformation,extended,haber line-past -ías,L53#9
I could do it tomorrow.,Podría hacerlo mañana.,L53-034,sentence,extended,future could · podría,L53#2
We could resolve it.,Podríamos resolverlo.,L53-035,sentence,extended,we-future-could,L53#2
I was looking for you.,Te buscaba.,L53-039,sentence,extended,line-past + te,L53#16
Would you dine with me?,¿Cenarías conmigo?,L53-040,sentence,extended,would-ending on cenar · conmigo,L53#13
I would have called you to explain it.,Te habría llamado para explicarlo.,L53-043,sentence,extended,habría + part · para = in order to,"L53#18, L52#1"
